Game ID,SteamDB score
1154350,-1
1154360,-1
1154420,-1
1154430,72.38%
1154470,70.75%
1154480,47.22%
1154490,-1
1153510,58.33%
1153520,-1
1153530,-1
1153540,78.76%
1153550,-1
1153580,-1
1153650,-1
1153670,70.98%
1153690,63.06%
1153710,-1
1153720,-1
1153730,52.39%
1153750,-1
1153800,-1
1153840,-1
1153860,-1
1153870,37.02%
1153880,57.73%
1153890,26.11%
1153920,-1
1153930,52.97%
1153950,71.25%
1153980,80.92%
1153110,-1
1153120,-1
1153130,86.36%
1153170,79.04%
1153200,78.44%
1153210,-1
1153220,55.69%
1153260,59.97%
1153300,-1
1153320,-1
1153330,-1
1153340,40.57%
1153370,-1
1153430,78.52%
1153460,78.95%
1153470,73.19%
1152640,55.69%
1152660,-1
1152670,62.10%
1152680,-1
1152710,-1
1152730,-1
1152740,-1
1152760,72.42%
1152800,-1
1152810,75.95%
1152820,77.92%
1152830,50.00%
1152840,-1
1152870,-1
1152890,-1
1152900,64.76%
1152910,-1
1152920,71.55%
1152940,-1
1152950,-1
1152990,-1
1153030,-1
1153060,-1
1153070,73.57%
1153100,-1
1152130,-1
1152160,72.05%
1152200,-1
1152210,61.96%
1152230,66.62%
1152260,-1
1152280,-1
1152300,84.18%
1152310,78.89%
1152320,78.14%
1152330,84.16%
1152340,-1
1152360,54.17%
1152380,-1
1152410,82.73%
1152420,77.40%
1152440,69.33%
1152450,76.76%
1152480,-1
1152540,-1
1152550,62.51%
1152570,-1
1152580,-1
1152620,65.25%
1151740,79.94%
1151750,63.06%
1151770,45.83%
1151840,68.80%
1151860,57.39%
1151880,62.10%
1151920,63.58%
1151930,-1
1151960,-1
1151980,-1
1152000,-1
1152020,68.70%
1152040,-1
1152050,53.32%
1152090,81.28%
1152100,74.07%
1151250,75.85%
1151300,-1
1151310,62.51%
1151320,67.92%
1151330,-1
1151370,-1
1151380,-1
1151390,83.06%
1151400,42.82%
1151410,-1
1151440,88.83%
1151460,-1
1151500,55.69%
1151550,-1
1151570,-1
1151580,71.55%
1151600,-1
1151610,53.23%
1151620,-1
1151630,75.82%
1151650,-1
1151670,53.59%
1151680,74.20%
1151720,66.23%
1150760,-1
1150790,56.53%
1150800,-1
1150810,-1
1150820,-1
1150850,58.36%
1150890,77.01%
1150900,50.00%
1150990,61.60%
1151060,71.87%
1151080,89.53%
1151090,-1
1151120,71.95%
1151130,-1
1151160,57.39%
1151180,76.62%
1151200,56.73%
1150260,-1
1150270,-1
1150290,-1
1150300,-1
1150310,57.18%
1150390,-1
1150400,71.55%
1150420,-1
1150460,87.08%
1150480,-1
1150500,41.03%
1150540,-1
1150550,79.58%
1150580,-1
1150610,-1
1150620,66.71%
1150640,76.62%
1150650,47.22%
1150670,-1
1150720,87.97%
1150730,82.45%
1149860,77.00%
1149900,-1
1149910,-1
1149930,75.77%
1149940,82.73%
1150010,-1
1150040,54.33%
1150070,68.15%
1150140,59.60%
1150160,50.00%
1150230,-1
1149400,68.00%
1149430,-1
1149440,76.48%
1149490,-1
1149500,-1
1149510,85.80%
1149550,85.86%
1149570,-1
1149580,-1
1149590,-1
1149620,-1
1149630,-1
1149660,80.73%
1149690,-1
1149700,-1
1149710,74.00%
1149770,-1
1149800,-1
1149830,78.75%
1149070,-1
1149080,68.75%
1149090,68.15%
1149120,55.69%
1149180,-1
1149190,50.00%
1149200,-1
1149210,50.00%
1149220,-1
1149330,-1
1149340,-1
1149370,48.29%
1148530,40.03%
1148540,54.17%
1148550,67.93%
1148560,-1
1148570,48.56%
1148590,90.66%
1148620,-1
1148670,-1
1148680,-1
1148700,71.70%
1148710,-1
1148730,81.81%
1148740,50.00%
1148750,-1
1148760,-1
1148880,-1
1148890,40.40%
1148910,61.96%
1148920,63.58%
1148930,-1
1148940,55.13%
1148960,53.32%
1148980,67.93%
1149010,-1
1148030,-1
1148040,57.39%
1148080,-1
1148090,-1
1148100,-1
1148120,-1
1148130,-1
1148160,-1
1148200,-1
1148230,-1
1148250,-1
1148260,60.28%
1148270,-1
1148290,-1
1148300,-1
1148320,71.00%
1148330,-1
1148400,79.53%
1148410,-1
1148420,-1
1148430,72.42%
1148450,83.04%
1148460,-1
1148470,79.04%
1148500,-1
1148510,88.99%
1147660,63.13%
1147670,58.85%
1147690,93.08%
1147710,-1
1147760,72.22%
1147840,-1
1147850,-1
1147870,-1
1147880,-1
1147890,-1
1147900,41.03%
1147910,-1
1147950,75.62%
1147960,65.53%
1147970,76.41%
1147980,63.53%
1148000,40.40%
1148010,56.83%
1147220,-1
1147270,-1
1147280,-1
1147320,-1
1147330,-1
1147370,50.00%
1147390,78.75%
1147450,75.69%
1147460,-1
1147490,74.03%
1147510,78.95%
1147520,-1
1147600,-1
1147620,-1
1147640,-1
1146880,79.32%
1146890,-1
1146910,75.10%
1146920,48.56%
1146940,74.25%
1146950,90.27%
1146970,91.17%
1147020,50.00%
1147030,79.76%
1147080,-1
1147110,74.00%
1147130,-1
1147140,-1
1147170,-1
1147200,50.00%
1146350,50.00%
1146360,-1
1146370,88.58%
1146380,-1
1146390,52.78%
1146430,-1
1146450,-1
1146480,42.61%
1146500,68.97%
1146510,85.25%
1146560,-1
1146590,-1
1146600,74.92%
1146660,60.34%
1146670,-1
1146700,50.00%
1146710,-1
1146720,58.00%
1146730,60.76%
1146780,55.69%
1146810,40.40%
1145950,66.62%
1145960,90.17%
1145970,-1
1146000,-1
1146010,48.61%
1146040,55.69%
1146070,-1
1146090,-1
1146100,72.75%
1146120,-1
1146160,-1
1146170,79.21%
1146210,71.78%
1146240,-1
1146250,33.38%
1146280,-1
1146310,81.59%
1146330,59.60%
1145450,69.44%
1145460,42.61%
1145480,-1
1145490,-1
1145520,-1
1145530,73.62%
1145550,58.33%
1145560,75.41%
1145570,67.88%
1145580,50.00%
1145600,-1
1145630,-1
1145660,70.83%
1145670,-1
1145680,46.68%
1145740,58.33%
1145770,73.63%
1145810,50.00%
1145820,52.78%
1145860,-1
1144970,70.04%
1145000,-1
1145020,85.03%
1145030,80.66%
1145040,36.11%
1145050,59.60%
1145060,-1
1145100,-1
1145120,-1
1145180,47.89%
1145200,-1
1145210,-1
1145220,-1
1145240,40.11%
1145270,54.88%
1145280,-1
1145290,-1
1145300,-1
1145340,-1
1145380,-1
1145400,-1
1145410,82.30%
1145430,43.95%
1144670,-1
1144690,-1
1144740,63.49%
1144760,59.60%
1144810,-1
1144820,55.69%
1144850,77.00%
1144860,79.37%
1144900,-1
1144200,-1
1144250,73.97%
1144260,50.00%
1144270,-1
1144280,82.01%
1144290,-1
1144300,82.55%
1144330,67.81%
1144350,39.72%
1144370,-1
1144380,-1
1144440,79.27%
1144450,69.44%
1144460,72.99%
1144470,-1
1144510,68.80%
1144520,42.61%
1144550,50.00%
1144560,-1
1144590,71.55%
1144620,61.97%
1144630,73.19%
1143870,-1
1143900,66.62%
1144000,-1
1144030,88.49%
1144060,-1
1144070,41.67%
1144080,-1
1144090,59.60%
1144100,73.19%
1144110,88.72%
1144130,-1
1144140,78.11%
1144150,-1
1143540,-1
1143550,-1
1143560,54.17%
1143570,-1
1143610,62.05%
1143670,34.14%
1143680,61.38%
1143710,78.34%
1143720,64.76%
1143740,62.10%
1143770,56.05%
1143780,62.51%
1143800,68.15%
1143810,-1
1142870,34.07%
1143070,-1
1143140,59.60%
1143170,-1
1143310,-1
1143320,-1
1143330,42.61%
1143340,-1
1143350,80.02%
1143390,-1
1143420,50.00%
1143430,78.11%
1143440,60.55%
1143450,-1
1142410,66.66%
1142440,-1
1142450,-1
1142460,-1
1142480,83.07%
1142500,85.37%
1142510,-1
1142550,79.22%
1142560,-1
1142570,-1
1142730,-1
1142740,-1
1142750,50.00%
1142760,54.02%
1142790,41.67%
1142810,84.96%
1142820,-1
1142830,84.96%
1142850,55.14%
1142860,54.17%
1141920,-1
1141930,54.55%
1141950,41.25%
1141970,-1
1142000,-1
1142050,-1
1142070,52.39%
1142080,-1
1142090,59.60%
1142130,73.75%
1142180,75.53%
1142200,-1
1142230,70.57%
1142240,-1
1142280,65.42%
1142290,-1
1142300,-1
1142320,-1
1142360,58.97%
1141450,65.65%
1141510,-1
1141530,59.89%
1141540,-1
1141570,77.40%
1141580,-1
1141600,66.62%
1141640,38.05%
1141650,68.57%
1141660,-1
1141690,-1
1141700,46.68%
1141740,-1
1141750,-1
1141770,46.68%
1141840,-1
1141850,50.00%
1141860,-1
1141870,67.93%
1141880,73.19%
1141020,77.36%
1141030,-1
1141050,-1
1141060,-1
1141070,68.15%
1141130,81.97%
1141150,57.39%
1141160,-1
1141170,58.97%
1141180,41.67%
1141250,59.60%
1141270,-1
1141280,-1
1141290,79.89%
1141300,59.60%
1141340,-1
1141360,76.25%
1141380,50.00%
1141390,-1
1141410,-1
1140570,85.13%
1140610,81.82%
1140700,-1
1140720,-1
1140730,-1
1140760,54.33%
1140790,-1
1140870,-1
1140880,71.25%
1140900,50.00%
1140930,-1
1140940,-1
1140950,-1
1140970,50.00%
608000,81.60%
608110,87.86%
608120,79.14%
608190,53.98%
607660,66.21%
607670,57.39%
607680,63.88%
607690,37.90%
607720,58.33%
607760,73.19%
607770,71.55%
607780,-1
607820,80.14%
607860,62.10%
607880,73.62%
607890,79.26%
607160,-1
607190,53.32%
607210,48.90%
607230,-1
607330,-1
607350,-1
607360,62.10%
607380,73.26%
607400,82.13%
607440,75.23%
607460,84.60%
607490,-1
607560,67.93%
607590,60.28%
606690,75.14%
606710,84.92%
606720,-1
606790,68.97%
606850,55.69%
606860,64.81%
606870,55.90%
606890,79.57%
606920,85.32%
606940,72.59%
606950,51.61%
606960,52.30%
606980,-1
607020,51.89%
607030,44.34%
607040,66.33%
607050,82.45%
607120,64.75%
606670,-1
606680,86.60%
606480,85.44%
606490,74.15%
606500,76.69%
606510,84.04%
606520,85.34%
605980,-1
605990,88.47%
606000,71.46%
606010,45.83%
606030,52.39%
606060,50.00%
606150,81.07%
606180,53.23%
606190,74.51%
606230,78.43%
606270,40.40%
606280,73.84%
606300,67.93%
606330,72.44%
606350,-1
606360,63.45%
606370,59.30%
605760,41.25%
605770,78.06%
605790,-1
605850,71.37%
605860,-1
605920,76.81%
605410,50.00%
605490,65.42%
605610,85.09%
605040,54.17%
605060,-1
605100,51.22%
605110,32.07%
605140,56.36%
605160,50.00%
605180,61.59%
605190,64.83%
605200,48.29%
605210,60.09%
605250,78.21%
605310,61.10%
604740,65.21%
604780,72.91%
604830,62.00%
604920,-1
604950,52.59%
604980,74.00%
604990,-1
604300,70.25%
604330,90.97%
604340,-1
604450,88.06%
604490,68.51%
604520,-1
604530,60.95%
604550,50.00%
604630,64.78%
604640,56.05%
603790,57.21%
603800,72.46%
603810,77.34%
603840,65.38%
603850,82.22%
603880,85.97%
603910,57.39%
603930,68.18%
603940,74.30%
603960,92.77%
603970,-1
603990,50.00%
604000,77.51%
604010,74.20%
604030,-1
604040,63.45%
604060,61.97%
604110,65.42%
604140,62.49%
604150,68.01%
604170,75.53%
604190,21.87%
604230,-1
604240,91.93%
603330,77.52%
603340,50.00%
603350,75.83%
603360,55.70%
603380,56.69%
603400,65.76%
603420,64.83%
603460,34.92%
603490,37.49%
603530,84.17%
603550,39.15%
603560,-1
603610,70.57%
603630,69.85%
603680,-1
603700,70.35%
603730,60.98%
603750,39.09%
602860,74.53%
602880,57.39%
602890,68.17%
602900,-1
602910,62.52%
602920,-1
602930,53.66%
602970,-1
603000,53.00%
603020,70.15%
603030,71.95%
603060,72.59%
603090,47.41%
603110,80.07%
603120,47.32%
603130,63.15%
603140,80.88%
603150,46.82%
603190,73.77%
603210,45.52%
603220,66.98%
603230,72.86%
603240,-1
603250,56.44%
603260,84.05%
603280,74.99%
602590,66.60%
602600,-1
602630,80.07%
602660,-1
602670,-1
602700,86.05%
602770,78.42%
602790,62.00%
602140,63.65%
602150,-1
602160,61.95%
602180,-1
602200,55.52%
602250,-1
602270,58.33%
602300,66.25%
602320,86.91%
602420,-1
602430,79.94%
602480,76.03%
602510,62.57%
602520,94.26%
602540,43.95%
602550,73.19%
601700,-1
601750,51.17%
601760,-1
601780,67.18%
601790,68.51%
601810,85.69%
601870,54.33%
601880,-1
601890,66.76%
601920,68.97%
601930,72.38%
601940,50.00%
601990,54.02%
602010,74.20%
602040,-1
602070,82.19%
602090,58.05%
602120,82.44%
602130,56.05%
601250,67.93%
601320,64.78%
601330,-1
601380,38.48%
601400,69.76%
601420,66.62%
601490,48.29%
601500,54.02%
601520,-1
601530,87.68%
601540,58.24%
601550,46.68%
601570,72.59%
601590,45.31%
601620,40.03%
601640,51.36%
600740,50.00%
600980,50.00%
600990,89.53%
601010,67.60%
601020,38.95%
601080,54.17%
601110,50.00%
601120,80.48%
601130,69.44%
601150,91.77%
601170,54.80%
601180,67.59%
601200,62.51%
601210,-1
601220,94.31%
601240,60.74%
600250,67.30%
600260,-1
600280,60.20%
600290,59.60%
600310,65.03%
600330,63.06%
600350,54.17%
600360,-1
600370,89.75%
600410,69.33%
600420,74.93%
600430,64.12%
600440,55.69%
600460,72.67%
600480,88.72%
600500,50.00%
600520,-1
600530,68.75%
600550,37.10%
600580,46.68%
600600,53.87%
600630,63.48%
600640,63.45%
600650,77.40%
600660,75.60%
600670,42.82%
600690,59.60%
600720,60.08%
599840,84.57%
599880,59.88%
599900,51.68%
599960,67.60%
600000,66.62%
600090,78.86%
600100,53.32%
600130,86.63%
600140,81.22%
600150,62.89%
600170,-1
600180,-1
600190,57.96%
600200,-1
600210,53.66%
600230,-1
599420,-1
599430,-1
599460,76.90%
599480,62.50%
599490,-1
599510,55.55%
599560,68.99%
599580,-1
599590,81.00%
599600,76.35%
599630,64.73%
599670,65.42%
599750,80.91%
599780,-1
599800,-1
598810,76.54%
598820,50.42%
598860,64.73%
598880,80.19%
598940,63.76%
598960,85.60%
598980,91.81%
598990,61.69%
599000,67.44%
599040,57.73%
599060,44.03%
599070,59.60%
599080,81.29%
599140,82.72%
599150,-1
599160,76.82%
599180,64.78%
598340,65.25%
598350,73.93%
598400,61.60%
598430,81.47%
598440,66.41%
598450,62.58%
598480,64.92%
598490,81.58%
598500,55.13%
598550,-1
598590,60.28%
598600,44.83%
598610,58.33%
598620,53.32%
598640,80.09%
598660,53.87%
598670,79.32%
598690,64.83%
598700,87.99%
598720,54.33%
598730,81.56%
598740,74.99%
598780,75.51%
597900,79.46%
597910,63.89%
597920,37.90%
597970,79.65%
597990,54.17%
598030,28.48%
598050,-1
598060,84.87%
598070,81.15%
598090,39.72%
598150,-1
598170,55.80%
598180,49.27%
598230,-1
598240,50.00%
598330,76.16%
597590,78.60%
597640,-1
597670,59.60%
597700,83.09%
597720,55.55%
597730,70.25%
597760,91.27%
597770,67.19%
597810,66.25%
597840,68.59%
597860,60.37%
596950,65.08%
596990,50.00%
597020,59.97%
597030,77.13%
597090,59.60%
597120,-1
597150,82.85%
597190,65.42%
597200,70.81%
597210,48.39%
597220,93.93%
597230,85.69%
597280,-1
596530,-1
596540,53.31%
596560,59.52%
596570,-1
596580,-1
596590,82.46%
596620,79.08%
596630,77.96%
596640,54.96%
596650,62.72%
596710,70.88%
596730,-1
596740,48.83%
596810,66.27%
596890,76.62%
596910,76.60%
596370,-1
596380,67.48%
596390,-1
596400,-1
596470,81.11%
595960,77.46%
595990,62.51%
596050,-1
596070,40.03%
596080,69.94%
596140,57.76%
596200,66.25%
596240,55.05%
596260,-1
596270,55.69%
596280,30.66%
595630,44.31%
595640,62.10%
595650,-1
595660,66.41%
595690,76.19%
595730,78.87%
595740,73.94%
595760,-1
595770,68.17%
595780,61.96%
595790,85.51%
595920,48.32%
595930,70.93%
595440,78.52%
595470,-1
595490,-1
595500,-1
595520,85.72%
595550,58.70%
595560,83.53%
594950,-1
594980,78.74%
595000,43.47%
595010,61.11%
595030,38.05%
595060,71.07%
595070,50.00%
595080,75.86%
595090,59.26%
595100,65.23%
595110,70.80%
595120,67.85%
595130,70.33%
595140,87.79%
595150,50.00%
595160,29.25%
595260,66.32%
595270,-1
595300,62.93%
595320,38.82%
595360,60.17%
594650,79.85%
594660,71.14%
594680,80.09%
594720,55.40%
594750,74.14%
594760,-1
594770,56.67%
594810,-1
594820,64.76%
594200,-1
594220,-1
594230,-1
594300,74.37%
594310,64.73%
594350,77.79%
594360,66.76%
594380,-1
594390,-1
594410,66.62%
594490,76.20%
593850,66.71%
593900,69.84%
593950,44.86%
593960,83.04%
593970,-1
593980,42.61%
594000,63.89%
594050,73.45%
594120,40.40%
594130,88.81%
594150,50.00%
594160,41.93%
593400,56.32%
593410,64.36%
593490,63.88%
593530,50.31%
593540,59.43%
593560,53.52%
593620,66.37%
593640,-1
593670,76.09%
593680,81.00%
593700,79.06%
593720,-1
593730,50.00%
593740,74.51%
592990,42.61%
593030,82.45%
593060,66.62%
593070,77.18%
593090,77.00%
593100,61.97%
593150,-1
593200,87.77%
593210,80.47%
593240,61.33%
593250,-1
593260,56.05%
593280,91.92%
593330,52.24%
592550,50.00%
592560,62.51%
592570,50.00%
592580,60.17%
592600,49.50%
592620,55.66%
592640,-1
592660,70.98%
592720,52.78%
592730,65.08%
592740,56.05%
592750,73.63%
592780,52.42%
592890,62.26%
592920,54.69%
592200,68.00%
592240,65.51%
592260,85.54%
592270,85.29%
592300,82.64%
592320,56.10%
592330,57.82%
592340,55.78%
592350,72.79%
592360,-1
592380,-1
592390,54.60%
592400,75.64%
592410,61.49%
592450,54.17%
592480,85.86%
591910,54.07%
591920,57.39%
591930,69.83%
591940,-1
592020,76.25%
592030,74.52%
592040,66.62%
592060,41.03%
592100,70.08%
592130,59.37%
591560,76.14%
591580,52.78%
591610,50.00%
591630,88.07%
591640,-1
591660,45.52%
591680,83.29%
591740,47.35%
591750,79.73%
591790,50.00%
591350,69.36%
591360,76.49%
591370,82.23%
591380,78.99%
591390,-1
591420,85.90%
591470,59.60%
591130,53.32%
591140,50.00%
590690,80.70%
590720,76.52%
590770,65.42%
590790,54.17%
590800,-1
590820,60.28%
590840,76.13%
590850,79.83%
590870,50.00%
590910,64.00%
590940,68.75%
590950,84.56%
590970,40.99%
591000,76.56%
591020,-1
591090,-1
590250,43.47%
590270,62.05%
590280,83.78%
590370,68.20%
590380,91.50%
590430,59.80%
590440,59.97%
590530,70.33%
590560,41.45%
590570,-1
590580,31.22%
590590,83.80%
590600,44.31%
590660,44.86%
590670,71.09%
589620,62.61%
589640,66.34%
589670,77.81%
589680,76.13%
589690,65.80%
589730,52.98%
589740,48.20%
589760,77.13%
589780,90.22%
589850,75.03%
589870,87.80%
589940,-1
589080,37.49%
589100,71.52%
589110,51.71%
589150,58.21%
589160,57.77%
589170,46.73%
589200,86.62%
589220,59.83%
589250,64.32%
589260,58.55%
589270,72.42%
589280,82.95%
589300,65.82%
589320,54.48%
589380,63.06%
589410,63.45%
589420,82.37%
589430,30.64%
589450,-1
589460,64.20%
589470,71.78%
589480,78.91%
589500,85.54%
589510,84.83%
589530,84.56%
588620,74.85%
588630,70.64%
588690,89.64%
588710,70.83%
588720,50.00%
588730,91.11%
588750,52.42%
588800,50.00%
588880,68.00%
588890,62.64%
588930,-1
588950,85.62%
588970,85.13%
588980,48.29%
588990,66.33%
589040,81.67%
589060,74.20%
588140,-1
588160,46.92%
588180,79.93%
588190,62.84%
588200,-1
588240,77.58%
588290,80.84%
588340,51.76%
588350,50.00%
588410,67.25%
588430,86.29%
588440,62.24%
588480,-1
588490,68.10%
588540,58.75%
588550,40.40%
587710,-1
587730,69.44%
587790,33.73%
587840,67.55%
587860,68.20%
587920,68.60%
588040,90.69%
588050,40.90%
588070,38.05%
588080,71.48%
588110,76.05%
587220,90.30%
587260,83.01%
587290,61.08%
587310,-1
587330,40.57%
587390,41.00%
587400,68.88%
587420,72.17%
587430,89.72%
587440,72.86%
587450,60.76%
587460,56.01%
587470,88.05%
587480,-1
587540,52.28%
587560,63.89%
587570,61.90%
587580,80.53%
587620,89.47%
587690,45.83%
586740,-1
586750,58.10%
586770,65.93%
586790,40.32%
586830,65.86%
586880,88.04%
586890,-1
586920,64.76%
586930,36.12%
586950,76.21%
586960,79.20%
586970,68.29%
586980,74.13%
586990,72.42%
587000,83.05%
587010,50.00%
587070,66.76%
587100,87.07%
587110,86.33%
587160,-1
587180,77.95%
586200,64.67%
586210,67.33%
586230,-1
586240,81.19%
586310,74.63%
586320,77.77%
586340,75.88%
586350,79.44%
586360,51.55%
586380,66.92%
586390,80.01%
586430,69.59%
586450,75.10%
586460,53.98%
586560,54.17%
586570,62.10%
586600,34.75%
586620,38.66%
586660,81.14%
586670,73.45%
586680,35.24%
586690,-1
586700,62.51%
586710,57.39%
586720,-1
585690,65.90%
585710,82.06%
585740,41.67%
585750,63.89%
585770,71.55%
585800,-1
585820,41.67%
585830,61.48%
585840,75.26%
585860,33.78%
585880,78.59%
585890,86.56%
585900,73.30%
585910,79.63%
585920,68.15%
585950,79.52%
585970,56.44%
585990,71.57%
586020,73.63%
586030,73.49%
586060,60.97%
586080,38.31%
586100,-1
586110,52.10%
586130,42.50%
586140,89.13%
586150,34.49%
586160,39.46%
585260,81.95%
585270,60.28%
585290,62.79%
585310,58.33%
585340,-1
585360,55.47%
585430,57.82%
585450,74.25%
585500,79.32%
585550,78.24%
585560,39.68%
585590,-1
584780,45.93%
584850,77.77%
584860,68.15%
584880,76.61%
584890,71.20%
584930,86.59%
584940,60.37%
584980,84.54%
584990,80.08%
585020,-1
585040,61.05%
585080,51.56%
585090,44.45%
585180,89.82%
585190,76.80%
585240,75.41%
584600,59.80%
584760,50.00%
584400,90.51%
584040,-1
584070,-1
584080,-1
584100,60.73%
584150,60.34%
584170,81.46%
584200,60.17%
584220,74.11%
584280,30.88%
584370,71.73%
583850,60.95%
583860,66.62%
583870,50.00%
583890,79.28%
583930,80.92%
583950,48.19%
583580,-1
583590,62.61%
583620,67.85%
583700,-1
583740,45.11%
583760,86.20%
583470,88.74%
583490,67.37%
583500,67.93%
583510,50.00%
583530,62.98%
583570,50.00%
582980,60.59%
582990,68.17%
583000,-1
583030,57.39%
583040,63.96%
583060,48.11%
583090,85.32%
583150,65.46%
583190,72.76%
583200,66.62%
583240,65.25%
583270,86.42%
582690,-1
582810,60.38%
582820,71.52%
582830,74.16%
582840,45.52%
582860,-1
582890,83.52%
582920,47.89%
582960,74.00%
582330,79.32%
582350,-1
582360,55.69%
582370,74.00%
582390,50.00%
582440,59.60%
582450,-1
582460,-1
582490,-1
582500,90.00%
582530,70.75%
582560,86.89%
582610,51.44%
582620,72.78%
582660,73.91%
581910,75.04%
581920,41.67%
581970,62.70%
581980,35.48%
582030,67.93%
582050,55.66%
582110,-1
582160,84.46%
582200,62.51%
582210,72.76%
582220,54.17%
582260,55.90%
582270,80.06%
582290,35.64%
581460,61.97%
581520,67.48%
581590,62.93%
581600,44.25%
581630,81.79%
581660,-1
581670,53.51%
581730,55.05%
581740,33.38%
581760,80.27%
581810,55.52%
581820,67.70%
581840,-1
581030,46.49%
581060,66.00%
581100,43.59%
581120,86.13%
581130,76.34%
581150,-1
581200,43.56%
581210,52.78%
581220,40.11%
581230,58.97%
581270,84.20%
581300,47.69%
581310,52.83%
581340,51.56%
581360,88.06%
581370,59.01%
581380,57.73%
580680,48.29%
580710,69.17%
580720,81.05%
580820,65.74%
580870,58.97%
580880,56.53%
580890,64.20%
580900,-1
580910,34.35%
580930,46.02%
580940,68.10%
580950,44.87%
580170,69.05%
580200,79.15%
580300,77.00%
580320,59.00%
580410,52.97%
580420,65.49%
580480,-1
580510,65.42%
580520,68.18%
580540,44.31%
580560,47.53%
580570,50.00%
580590,82.55%
580630,80.30%
580640,-1
579720,66.66%
579760,84.28%
579780,58.92%
579820,52.41%
579840,75.84%
579870,45.83%
579920,77.04%
579940,81.95%
579950,83.08%
579980,78.83%
580010,66.33%
580040,64.54%
580060,-1
579490,68.67%
579560,-1
579330,33.02%
578920,54.33%
578930,87.12%
578990,36.55%
579020,69.97%
579030,-1
579040,46.02%
579050,75.50%
579080,43.68%
579120,49.63%
579130,53.59%
579150,59.21%
579160,45.83%
579180,79.40%
579210,42.04%
579230,81.06%
578420,-1
578430,82.67%
578440,44.39%
578470,62.89%
578590,60.71%
578610,72.42%
578620,91.49%
578660,71.52%
578670,-1
578690,81.61%
578720,63.12%
578740,54.17%
578760,-1
578800,37.96%
578820,-1
578830,58.28%
578850,86.49%
578870,76.08%
578880,62.10%
578890,65.93%
578900,88.72%
577990,79.38%
578010,39.72%
578050,-1
578190,72.42%
578210,66.04%
578310,80.34%
578320,-1
578330,80.31%
578350,64.83%
578360,57.39%
578390,64.52%
577530,76.75%
577560,69.44%
577570,42.61%
577580,67.09%
577640,57.39%
577670,71.54%
577690,88.85%
577700,81.50%
577710,53.57%
577730,69.84%
577740,61.46%
577760,73.45%
577780,50.00%
577800,30.28%
577850,70.48%
577890,-1
577910,76.35%
577940,87.67%
577980,56.69%
577330,45.52%
577360,68.75%
577370,50.00%
577380,-1
577390,73.27%
577410,63.12%
577440,75.03%
577460,53.95%
577470,69.36%
577480,88.71%
577490,78.74%
576860,52.53%
576910,-1
576940,61.62%
576950,61.29%
576960,74.19%
576980,74.18%
577000,-1
577080,65.84%
577120,50.00%
577150,-1
577160,-1
577180,72.17%
577210,64.14%
577230,69.52%
577240,-1
577250,-1
577270,-1
577280,65.29%
577290,79.84%
577320,52.39%
576470,73.76%
576480,51.10%
576500,81.63%
576540,61.58%
576590,50.00%
576620,69.43%
576640,-1
576650,64.61%
576660,40.60%
576670,63.21%
576690,41.67%
576700,-1
576720,65.00%
576730,61.40%
576740,73.36%
576750,72.20%
576770,87.11%
576790,65.93%
576800,73.45%
576810,72.94%
576820,-1
576840,77.51%
575960,57.88%
575970,77.91%
575990,69.59%
576020,43.47%
576030,83.00%
576050,53.18%
576060,43.95%
576090,-1
576100,70.34%
576110,38.03%
576120,46.25%
576130,79.61%
576160,79.32%
576230,-1
576260,60.65%
576280,73.87%
576290,-1
576310,51.83%
576320,48.56%
576370,64.76%
576380,56.83%
576390,38.51%
576400,68.71%
576410,73.30%
576420,84.22%
575480,83.48%
575490,51.59%
575510,69.73%
575540,47.41%
575550,85.57%
575560,42.61%
575570,65.29%
575580,70.88%
575590,79.45%
575600,65.20%
575630,53.66%
575640,86.38%
575650,80.12%
575660,-1
575670,68.31%
575680,70.57%
575690,73.19%
575700,57.02%
575710,65.42%
575750,51.04%
575760,52.28%
575770,45.52%
575780,43.17%
575800,56.05%
575810,74.53%
575820,75.33%
575830,58.32%
575840,50.68%
575850,48.32%
575860,41.59%
575880,69.33%
575890,69.46%
575900,78.75%
575920,40.82%
575940,76.99%
575950,63.98%
575010,68.57%
575030,62.51%
575040,-1
575050,86.42%
575060,67.93%
575080,-1
575090,62.21%
575100,50.00%
575110,76.62%
575170,-1
575210,74.71%
575270,63.45%
575330,79.43%
575340,69.68%
575360,66.62%
575400,74.40%
575420,73.75%
575430,62.90%
575450,69.80%
574690,56.25%
574710,44.86%
574720,82.70%
574740,86.17%
574760,51.05%
574780,-1
574820,78.64%
574860,45.98%
574890,73.20%
574910,66.76%
574920,59.60%
574940,78.72%
574190,50.00%
574200,65.28%
574220,-1
574260,75.21%
574270,70.35%
574310,84.95%
574410,-1
574420,70.57%
574440,62.19%
574500,70.57%
574520,45.83%
574530,-1
574560,79.29%
574580,60.88%
574590,82.31%
574640,65.40%
573700,-1
573710,69.59%
573720,69.59%
573730,68.80%
573740,66.76%
573750,50.00%
573760,69.94%
573770,86.76%
573780,63.78%
573790,82.64%
573800,67.43%
574010,55.55%
574030,55.51%
574040,50.00%
574050,67.79%
574070,62.41%
574080,49.83%
574090,76.05%
574120,65.03%
574140,81.75%
574150,63.89%
574160,70.52%
574170,62.10%
573280,-1
573300,72.28%
573320,84.79%
573330,50.00%
